Work_Hours,Break_Time,Tasks_Completed,Productivity
8.74507122951685,1.075147855103763,3.3420099781558554,100.0
7.792603548243223,1.1039344628490928,3.879637919606061,100.0
8.97153280715104,0.7959925835264527,6.494587210246523,100.0
10.284544784612038,1.0696761091483011,6.22074053086693,100.0
7.648769937914996,1.0879217419896043,4.958196812071704,100.0
7.648794564576229,0.7856945745920897,5.234654766617564,100.0
10.368819223261088,1.5597323533434269,7.55532979157685,100.0
9.151152093729364,1.1421498762735363,3.8168572223283403,100.0
7.295788421097572,0.6426089508392054,6.094194762340075,100.0
8.813840065378947,1.196966082590149,4.595614695132212,100.0
7.304873460781307,0.7075954989318036,4.56463759354556,100.0
7.301405369644614,1.2361253811227355,7.19755370397438,100.0
8.362943407349052,1.3475786737022213,6.6508326979760595,100.0
5.130079633013303,0.7537953044944868,6.627019272001277,94.99085426534064
5.412623251230451,1.2890128387732966,7.610957614308658,100.0
7.1565687061385415,1.1238342780809494,5.042007683265518,100.0
6.480753319498364,1.246618047998347,6.363905942589928,100.0
8.47137099889291,1.569037894796184,4.379466486813088,100.0
6.637963886718183,0.9263835651991389,5.648332704976884,98.6335442379717
5.881544447997063,0.7738791506927531,4.739713891264631,85.2449547621359
10.19847315338233,0.733145671112343,5.193991929985437,100.0
7.661335549270197,0.7552569145103685,6.190314050873827,100.0
8.101292307031885,0.9768694871757687,3.3635586335330547,92.09753075817864
5.862877720679815,1.1023455924449932,9.184774551370921,100.0
7.183425913212226,1.0830072397990058,2.987965237000596,95.55981815963783
8.1663838845648,1.2481549747108072,2.5716227744245357,92.17924319528383
6.273509633866546,1.003900567563372,7.316221747000135,100.0
8.563547027518508,1.436060223147195,6.583325387925871,100.0
7.099041965121793,0.9206029500286131,6.24823963410431,100.0
7.562459375310085,1.8160507499768856,6.25669101852856,100.0
7.097440081655905,1.1877002043295017,4.975506454306171,99.2248570176509
10.778417276763406,0.7428527330751152,3.2054912570283367,100.0
7.979754162893099,0.6787322505816663,5.151609116387453,100.0
6.41343360656615,1.1447417245729556,3.6456765769757764,84.94768166096327
9.233817368154783,0.9329611644022447,6.9502394668355025,100.0
6.168734525043467,1.2142001482276277,4.705885236995723,81.44627262027822
8.313295392507133,1.1419712873720633,3.349005606414977,97.6332723119032
5.060494814180337,0.9781513262029382,4.357228316694013,70.8070497095748
6.007720926652354,0.7459618845794785,5.825862908551248,100.0
8.295291853803686,0.5455458325942406,3.8725508943920506,100.0
9.107699869993116,0.8660455143798937,3.3555592088671373,100.0
8.257052421784955,1.2569196382970418,5.487374422983825,100.0
7.826527576417639,1.0642281232390611,5.4899331422174455,100.0
7.548344456616067,0.6262783663864036,3.9861136492577405,95.94842727239153
5.782217014448859,1.0519542777553545,4.057923388763355,88.58348286340359
6.920233687407937,1.1155952139186511,5.464099874715273,100.0
7.309041843560319,0.7348427691396602,2.1038313170053518,78.95679303731008
9.585683339328373,1.0461175317836584,2.1850724512468895,100.0
8.515427434352691,1.0174626155338,3.563111557495128,100.0
5.355439766955899,0.657108910650813,4.573105696576306,75.3665943375174
8.486125954092193,1.107336208104485,5.621815131196009,100.0
7.422376579375525,1.1682353579104703,7.950712433899104,100.0
6.984616999541062,1.324915372952583,6.7153192464040385,100.0
8.917514433261301,1.316140615610471,4.680122940073145,100.0
9.546499283743927,0.5866991896128727,4.961967584194622,100.0
9.396920178674298,0.7186524880254632,2.9949412707243823,100.0
6.741173715166042,1.1545105801625979,4.96297372801522,93.41803072575964
7.5361814362231785,1.1541357852736627,4.422682722159723,96.22996064258244
8.496895147105345,1.1545143058918144,5.645437120676179,100.0
9.463317690683539,2.0,3.345538112895354,100.0
7.281238643232065,1.1712671532079502,6.038693028482345,100.0
7.721511535004274,1.3406696920541796,8.065477826005155,100.0
6.340497538990958,1.2862005290479606,4.782479703086285,89.25659043194173
6.205690063878993,1.1954173753917394,5.8034234441978825,92.1659595610084
9.218788733591296,0.9054192266078963,6.380287983422225,100.0
10.034360042856235,1.2276907661479801,4.197559056228328,100.0
7.891984817629499,0.7681524356387285,5.448184963620833,100.0
9.505299346838036,0.9289544179779974,5.02518480156359,100.0
8.542454037571451,0.854390935651269,5.195352197097663,100.0
7.032320368092313,1.0245622418158968,3.4539804322890673,93.13519111472606
8.542093408262621,1.6943975700020526,5.049020348517885,100.0
10.307054849698954,0.4398204422224756,5.9959965824909,100.0
7.946260941335073,1.205878057112354,7.902287215590084,100.0
10.346965483721009,0.5161852386431045,6.918541652170414,100.0
4.070382343865384,0.85842044026317,9.306364915023114,97.7399798597872
9.232853756562836,1.3266851790902099,3.465304874223901,100.0
8.130570602357256,1.0192840057286388,6.744641273441356,100.0
7.551488974301199,0.6766765666212082,5.366684011476703,100.0
8.137641164803254,0.7854088872220095,9.379605866435345,100.0
5.018646628098661,1.2038793246804027,3.383403429289697,63.32931053709042
7.670492168243732,0.7808900104848591,3.3205563156384477,99.23732813336902
8.53566885726762,1.0649375768745926,3.8012147091119557,98.33290334074213
10.216841067112274,1.0136715519711441,1.0,100.0
7.222594672589529,0.8045198957182549,3.948489956638478,89.78769594496107
6.787259595660219,1.6431832267975977,3.481734676892604,80.76964202185162
7.247364434623195,1.1901757066954033,5.300787572952415,100.0
9.373103176553112,0.3924572240027179,5.683511951554319,100.0
8.493126664489527,1.0559362944308284,8.752341678431772,100.0
7.205359694349442,0.8014640605694836,6.9008476763721,100.0
8.769901149670034,1.2557300004388672,3.8461926886751936,100.0
8.145616324022061,0.7622437784701899,3.203170657303284,100.0
9.452967485799334,0.9655790675599303,5.983838343013011,100.0
6.946920359183972,1.151496183694137,2.3595335859587157,82.87747866465646
7.508506780103348,1.2597265582510364,8.662917531708707,100.0
7.411837770301764,0.6399110778832671,7.358880241442574,100.0
5.804727577801822,0.8996496292477155,4.06164869579059,77.99609222496139
8.444180415596865,0.8575164066517131,1.573730941818245,94.0556993513405
8.391582908269834,0.8040012302278865,7.707744748330826,100.0
8.007670184963692,1.529636272084329,4.770920309494764,100.0
7.64811929993728,1.1214945132882868,7.4756326239469235,100.0
5.876943886924378,0.6217348136994865,1.8111446824112658,68.77172651498971
7.369032015851961,1.2753585841164328,3.8012499540924543,93.14389073962423
7.485928225209846,1.63664685910379,5.010487399436366,100.0
6.796584096167572,1.309739578165344,5.093961187529484,98.34697560006146
7.758071432500986,0.5441890102137961,4.099869057041513,100.0
8.606076285221807,0.8547297781401246,6.2456998646949975,100.0
10.829278851815795,1.3800733447559868,2.8647591412348112,100.0
8.261866719247758,0.7876991603143658,4.715241029957413,100.0
8.386325586084146,1.1331458284438685,5.240591263423798,100.0
7.888331126350749,1.232390216028801,6.028877668117498,100.0
5.121843177051438,0.7219208585265751,6.423229756177779,94.02031005560802
7.960229186826175,0.98214239318146,2.7507158163242615,100.0
8.09034531491154,0.3,1.9317716585287554,97.28147827597515
11.69486316872793,0.692683707599713,7.555353643797018,100.0
7.711458552828316,0.9242295545820519,5.6646280239591835,100.0
8.452321013500418,0.6256650454105452,3.5030269268868928,100.0
7.947932345442135,1.4897233911794905,8.102303951045046,100.0
6.246982943570702,0.5709575866118102,5.231349268585717,91.19405482816096
9.71423422177253,0.8679866539909049,7.358594368127653,100.0
9.127899549030161,1.0392221731858273,5.135036962820218,100.0
9.186547920564571,1.4323819867198346,9.121495849763974,100.0
6.635918817807892,0.5692413546461682,8.510681684886409,100.0
10.10419146640415,1.3489491256464878,4.502071703041853,100.0
5.8972234058115784,1.0030699183058762,6.943141901908711,100.0
8.880285640700405,0.7055474046856147,6.290751899170295,100.0
11.285683438714969,1.1386310422789812,7.737263115064698,100.0
6.514195512303967,1.059717908672041,3.070153078839791,82.51250992210083
7.150553405595842,0.8199349368523616,6.372102919996879,100.0
8.149477047631462,1.0209406254970057,7.116848973699176,100.0
